127.0.0.1 - - [26/Aug/2021:18:29:08 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:29:08 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:29:08 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:30:08 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:30:08 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:18:30:09 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:30:09 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:30:09 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:31:09 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:31:09 +0900] "GET /css/common.css HTTP/1.1" 200 18624
127.0.0.1 - - [26/Aug/2021:18:31:09 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:31:09 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:31:09 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:32:09 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:32:09 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:18:32:09 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:32:09 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:32:09 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:33:09 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:33:09 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:18:33:09 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:33:09 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:33:09 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:34:09 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:34:09 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:18:34:09 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:34:09 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:34:09 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:35:09 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:35:09 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:18:35:09 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:35:09 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:35:09 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:36:09 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:36:10 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:36:10 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:36:10 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:37:10 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:37:10 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:18:37:10 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:37:10 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:37:10 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:38:10 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:38:10 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:38:10 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:38:10 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:39:10 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:39:10 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:18:39:10 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:39:10 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:39:10 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:40:10 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:40:10 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:40:10 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:40:10 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:41:10 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:41:10 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:18:41:10 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:41:10 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:41:10 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:42:10 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:42:10 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:42:10 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:42:10 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:43:10 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:43:10 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:18:43:11 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:43:11 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:43:11 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:44:11 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:44:11 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:44:11 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:44:11 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:45:11 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:45:11 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:18:45:11 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:45:11 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:45:11 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:46:11 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:46:11 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:46:11 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:46:11 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:47:11 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:47:11 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:47:11 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:47:11 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:48:11 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:48:11 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:18:48:11 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:48:11 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:48:11 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:49:11 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:49:11 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:49:11 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:49:11 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:50:11 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:50:12 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:50:12 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:50:12 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:51:12 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:51:12 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:18:51:12 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:51:12 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:51:12 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:52:12 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:52:12 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:52:12 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:52:12 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:53:12 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:53:12 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:53:12 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:53:12 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:54:12 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:54:12 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:18:54:12 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:54:12 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:54:12 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:55:12 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:55:12 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:55:12 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:55:12 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:56:12 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:56:12 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:56:12 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:56:12 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:57:12 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:57:12 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:18:57:13 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:57:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:57:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:58:13 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:58:13 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:58:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:58:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:18:59:13 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:18:59:13 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:18:59:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:18:59:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:19:00:13 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:19:00:13 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:19:00:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:19:00:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:19:01:13 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:19:01:13 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:19:01:13 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:19:01:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:19:01:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:19:02:13 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:19:02:13 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:19:02:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:19:02:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:19:03:13 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:19:03:13 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:19:03:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:19:03:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:19:04:13 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:19:04:13 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:19:04:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:19:04:13 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:19:05:13 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:19:05:13 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:19:05:14 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:19:05:14 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:19:05:14 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:19:06:14 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:19:06:14 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:19:06:14 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:19:06:14 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:19:07:14 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:19:07:14 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:19:07:14 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:19:07:14 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:19:08:14 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:19:08:14 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:19:08:14 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:19:08:14 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:19:09:14 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:19:09:14 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:19:09:14 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:19:09:14 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:19:10:14 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
127.0.0.1 - - [26/Aug/2021:19:10:14 +0900] "GET /css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [26/Aug/2021:19:10:14 +0900] "POST /floodCont/selectRainfallData.do HTTP/1.1" 200 1220
127.0.0.1 - - [26/Aug/2021:19:10:14 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png' HTTP/1.1" 404 1122
127.0.0.1 - - [26/Aug/2021:19:10:14 +0900] "GET /ncl_images/aws_1hr/2021/08/26/AWS_1HR_PRCP_2021082618_DAEGU.png HTTP/1.1" 404 1120
127.0.0.1 - - [26/Aug/2021:19:11:14 +0900] "GET /flood/rainfall.do HTTP/1.1" 200 9419
